CUI	code	termino	libmatch	score	synonyme_atome	libDB	libDBprefere	lib_atome	lib_CUI	manu
C0028369	DB06870	drugbank	17 hydroxy 18a homo 19 nor 17alpha pregna 4 9 11 trien 3 one	2.1367342	19-norpregna-4,9,11-trien-20-yn-3-one, 17-hydroxy-, (17alpha)-	17-hydroxy-18a-homo-19-nor-17alpha-pregna-4,9,11-trien-3-one	17-HYDROXY-18A-HOMO-19-NOR-17ALPHA-PREGNA-4,9,11-TRIEN-3-ONE	Norgestrienone	Norgestrienone	0
C0063830	DB04500	drugbank	4 acetylamino benzoic acid	2.1107395	3-(acetylamino)-5-(((2-hydroxyethyl)amino)carbonyl)- 2,4,6-triiodobenzoic acid	4-(acetylamino)benzoic acid	4-acetamidobenzoic acid	ioxitalamic acid	ioxitalamic acid	0
C0055775	DB08486	drugbank	2 4 3 5 dimethylanilino carbonyl methyl phenoxy 2 methylpropionic acid	2.1088595	2-(p-(2,2-dichlorocyclopropyl)phenoxy)-2-methylpropionic acid	2-{4-[(3,5-dimethylanilino)-carbonyl-methyl]-phenoxy}-2-methylpropionic acid	2-{4-[(3,5-DIMETHYLANILINO)-CARBONYL-METHYL]-PHENOXY}-2-METHYLPROPIONIC ACID	ciprofibrate	ciprofibrate	0
C0031705	DB01738	drugbank	colamine phosphoric acid	2.1080356	phosphoric	colamine phosphoric acid	O-Phosphoethanolamine	Phosphore	Phosphorus	0
C0033401	DB01541	drugbank	17beta hydroxyandrosta 1 4 dien 3 one	2.1055639	estra-4,9-dien-3-one, 17-methyl-17-(1-oxopropyl)-, (17beta)-	17beta-hydroxyandrosta-1,4-dien-3-one	Boldenone	Promegestone	Promegestone	0
C0011710	DB04630	drugbank	18 formyl 11beta 21 dihydroxy 4 pregnene 3 20 dione	2.0924597	21 hydroxy 4 pregnene 3,20 dione	18-formyl-11beta,21-dihydroxy-4-pregnene-3,20-dione	Aldosterone	Desoxycortone	Deoxycorticosterone	0
C0063830	DB02713	drugbank	acetylamino acetic acid	2.0794513	3-(acetylamino)-5-(((2-hydroxyethyl)amino)carbonyl)- 2,4,6-triiodobenzoic acid	acetylamino-acetic acid	Acetylamino-Acetic Acid	ioxitalamic acid	ioxitalamic acid	0
C0063830	DB02518	drugbank	s 2 acetylamino propanoic acid	2.0794513	3-(acetylamino)-5-(((2-hydroxyethyl)amino)carbonyl)- 2,4,6-triiodobenzoic acid	(s)-2-(acetylamino)propanoic acid	N-Acetylalanine	ioxitalamic acid	ioxitalamic acid	0
C0077388	DB00245	drugbank	3 benzhydryloxy 8 methyl 8 azabicyclo 3 2 1 octane	2.0763183	3-dibenzo(b,e)thiepin-11(6h)-ylidene-8-methyl-8-azabicyclo(3.2.1) octane	3α-benzhydryloxy-8-methyl-8-azabicyclo[3.2.1]octane	Benzatropine	tropatepine	tropatepine	0
C0055720	DB00797	drugbank	2 benzyl 2 imidazoline	2.062656	2-(2,2-diphenylcyclopropyl)-2-imidazoline	2-benzyl-2-imidazoline	Tolazoline	cibenzoline	cifenline	0
C0055720	DB00797	drugbank	2 benzyl 4 5 imidazoline	2.062656	2-(2,2-diphenylcyclopropyl)-2-imidazoline	2-benzyl-4,5-imidazoline	Tolazoline	cibenzoline	cifenline	0
C0006668	DB05916	drugbank	ct 011	2.0504258	ct - calcitonin	ct-011	CT-011	Calcitonine	Calcitonin	0
C0035509	DB01363	drugbank	ma huang	2.0504258	da-huang	ma huang	Ephedra	Rhubarbe	Rhubarb food	0
C0035509	DB06267	drugbank	da 8159	2.0504258	da-huang	da-8159	Udenafil	Rhubarbe	Rhubarb food	0
C0035509	DB01363	drugbank	chinese jointfir	2.0504258	chinese rhubarb	chinese jointfir	Ephedra	Rhubarbe	Rhubarb food	0
C0076166	DB00841	drugbank	racemic dobutamine	2.0504258	racemic teraterol	racemic-dobutamine	Dobutamine	tertatolol	tertatolol	0
C0076166	DB00297	drugbank	racemic bupivacaine	2.0504258	racemic teraterol	racemic bupivacaine	Bupivacaine	tertatolol	tertatolol	0
C0126774	DB04851	drugbank	biricodar dicitrate	2.0504258	dicitrate trimagnesien	biricodar dicitrate	Biricodar dicitrate	magnesium citrate	magnesium citrate	0
C0304465	DB01515	drugbank	benzoylecgonine solution	2.0504258	shohl's solution	benzoylecgonine solution	Benzoylecgonine	Citric Acid / sodium citrate	Citric Acid / sodium citrate	0
C2698944	DB00841	drugbank	rac dobutamine	2.0504258	rac-menthol	rac-dobutamine	Dobutamine	RACEMENTHOL	RACEMENTHOL	0
C2698944	DB00465	drugbank	rac ketorolac	2.0504258	rac-menthol	rac-ketorolac	Ketorolac	RACEMENTHOL	RACEMENTHOL	0
C0165703	DB02032	drugbank	1 3 mercapto 2 methyl propionyl pyrrolidine 2 carboxylic acid	1.989565	1-methyl-3-(2-(n-(1-ethoxycarbonyl-3-phenylpropyl)amino)propionyl)-2-oxoimidazolidine-4-carboxylic acid	1-(3-mercapto-2-methyl-propionyl)-pyrrolidine-2-carboxylic acid	1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid	imidapril	imidapril	0
C0008214	DB09395	drugbank	sodium acetate	1.9764936	acetate, chlormadinon	sodium acetate	Sodium acetate	Chlormadinone	Chlormadinone Acetate	0
C0534301	DB06766	drugbank	6 11 dihydro 11 1 methyl 4 piperidinylidene 5h imidazo 2 1 b 3 benzazepine 3 carboxaldehyde	1.974371	8-chloro-6,11-dihydro-11-(1-((5-methyl-3-pyridinyl)methyl)-4-piperidinylidene)-5h-benzo(5,6)cyclohepta(1,2-b)pyridine	6,11-dihydro-11-(1-methyl-4-piperidinylidene)-5h-imidazo[2,1-b][3]benzazepine-3-carboxaldehyde	Alcaftadine	rupatadine	rupatadine	0
C0027556	DB04821	drugbank	r 1 2 3 4 tetrahydro 2 methyl 4 phenyl 8 isoquinolinamine	1.9660028	1h-2,5-benzoxazocine, 3,4,5,6-tetrahydro-5-methyl-1-phenyl-	(r)-1,2,3,4-tetrahydro-2-methyl-4-phenyl-8-isoquinolinamine	Nomifensine	nefopam	Nefopam	0
C0027556	DB04821	drugbank	2 methyl 4 phenyl 1 2 3 4 tetrahydro 8 isoquinolinamine	1.9660028	1h-2,5-benzoxazocine, 3,4,5,6-tetrahydro-5-methyl-1-phenyl-	2-methyl-4-phenyl-1,2,3,4-tetrahydro-8-isoquinolinamine	Nomifensine	nefopam	Nefopam	0
C1337343	DB09139	drugbank	oxidronic acid 99mtc complex	1.9642898	oxidronic acid	oxidronic acid 99mtc-complex	Technetium Tc 99m Oxidronate	Oxidronic Acid	Oxidronic Acid	0
C0005035	DB07694	drugbank	2 5 dichloro n 3 5 dibromo 4 hydroxyphenyl benzamide	1.9263744	methanone, (3,5-dibromo-4-hydroxyphenyl)(2-ethyl-3-benzofuranyl)-	2,5-dichloro-n-(3,5-dibromo-4-hydroxyphenyl)benzamide	2,5-dichloro-N-(3,5-dibromo-4-hydroxyphenyl)benzamide	Benzbromarone	Benzbromarone	0
C0077388	DB00245	drugbank	3 alpha diphenylmethoxy tropane	1.9185601	3-dibenzo(b,e)thiepin-11(6h)-ylidene- 1 alpha h,5 alpha h-tropane	3-alpha-(diphenylmethoxy)tropane	Benzatropine	tropatepine	tropatepine	0
C0035509	DB01363	drugbank	indian jointfir	1.9184034	indian rhubarb	indian jointfir	Ephedra	Rhubarbe	Rhubarb food	0
C0118642	DB05420	drugbank	gallium maltolate	1.9184034	gallium citrate	gallium maltolate	gallium maltolate	gallium citrate	gallium citrate	0
C0124008	DB04729	drugbank	gentamicin c1a	1.9184034	1-n-hapa-gentamicin b	gentamicin c1a	GENTAMICIN C1A	isepamicin	isepamicin	0
C0055775	DB08077	drugbank	2 4 3 5 dichlorophenyl amino carbonyl amino phenoxy 2 methylpropanoic acid	1.8927059	2-(4-(2,2-dichlorocyclopropyl)phenoxy)2-methylpropanoic acid	2-[4-({[(3,5-dichlorophenyl)amino]carbonyl}amino)phenoxy]-2-methylpropanoic acid	2-[4-({[(3,5-DICHLOROPHENYL)AMINO]CARBONYL}AMINO)PHENOXY]-2-METHYLPROPANOIC ACID	ciprofibrate	ciprofibrate	0
C0056686	DB06554	drugbank	4 5 6 7 tetrahydroisoxazolo 5 4 c pyridin 3 ol	1.88184	furo(3,4-c)pyridin-7-ol, 3-(4-chlorophenyl)-1,3-dihydro-6-methyl-	4,5,6,7-tetrahydroisoxazolo(5,4-c)pyridin-3-ol	Gaboxadol	cicletanine	cicletanine	0
C0010621	DB04839	drugbank	cyproterone 17 o acetate	1.8627409	cyproterone	cyproterone 17-o-acetate	Cyproterone acetate	Cyproterone	Cyproterone	0
C0027235	DB09076	drugbank	1 2 benzyloxy ethyl 4 hydroxy diphenyl methyl 1 azoniabicyclo 2 2 2 octane	1.8511875	(3-endo,8-syn)-3-(3-hydroxy-1-oxo-2-phenylpropoxy)-8-methyl-8-(1-methylethyl)-8-azoniabicyclo(3.2.1)octane	1-[2-(benzyloxy)ethyl]-4-[hydroxy(diphenyl)methyl]-1-azoniabicyclo[2.2.2]octane	Umeclidinium	ipratropium	Ipratropium	0
C0008214	DB01670	drugbank	propyl acetate	1.8473065	acetate, chlormadinon	propyl acetate	Propyl Acetate	Chlormadinone	Chlormadinone Acetate	0
C0005035	DB07695	drugbank	n 3 5 dibromo 4 hydroxyphenyl 4 hydroxy 3 5 dimethylbenzamide	1.8462415	methanone, (3,5-dibromo-4-hydroxyphenyl)(2-ethyl-3-benzofuranyl)-	n-(3,5-dibromo-4-hydroxyphenyl)-4-hydroxy-3,5-dimethylbenzamide	N-(3,5-dibromo-4-hydroxyphenyl)-4-hydroxy-3,5-dimethylbenzamide	Benzbromarone	Benzbromarone	0
C0063830	DB03342	drugbank	4 acetylamino 3 guanidinobenzoic acid	1.8407769	3-(acetylamino)-5-(((2-hydroxyethyl)amino)carbonyl)- 2,4,6-triiodobenzoic acid	4-(acetylamino)-3-guanidinobenzoic acid	4-(Acetylamino)-3-Guanidinobenzoic Acid	ioxitalamic acid	ioxitalamic acid	0
C0063830	DB04565	drugbank	4 acetylamino 3 hydroxyacetyl amino benzoic acid	1.8371174	3-(acetylamino)-5-(((2-hydroxyethyl)amino)carbonyl)- 2,4,6-triiodobenzoic acid	4-(acetylamino)-3-[(hydroxyacetyl)amino]benzoic acid	4-(Acetylamino)-3-[(Hydroxyacetyl)Amino]Benzoic Acid	ioxitalamic acid	ioxitalamic acid	0
C0165703	DB03184	drugbank	5 amino 3 methyl pyrrolidine 2 carboxylic acid	1.8297359	1-methyl-3-(2-(n-(1-ethoxycarbonyl-3-phenylpropyl)amino)propionyl)-2-oxoimidazolidine-4-carboxylic acid	5-amino-3-methyl-pyrrolidine-2-carboxylic acid	5-Amino-3-Methyl-Pyrrolidine-2-Carboxylic Acid	imidapril	imidapril	0
C0054452	DB09116	drugbank	cyanamide calcique	1.8255577	heparine calcique	cyanamide calcique	Calcium carbimide	heparin calcium	heparin calcium	0
C0054452	DB09116	drugbank	carbimide calcique	1.8255577	heparine calcique	carbimide calcique	Calcium carbimide	heparin calcium	heparin calcium	0
C0056396	DB01564	drugbank	7 beta 17 alpha dimethyl testosterone	1.8213855	11 beta,17 alpha,21- trihydroxy-6,16 alpha-dimethyl-2'-phenylpregna- 2,4,6-trieno(3,2-c)pyrazol-20-one 21-acetate	7-beta,17-alpha-dimethyl testosterone	Calusterone	cortivazol	cortivazol	0
C0124008	DB08071	drugbank	2s 1 methyl 2 2s 4r 2 methyl 4 phenylpentyl piperidine	1.8125044	(2s)-3-amino-n-((1r,2s,3s,4r,5s)-5-amino-4-[(6-amino-6-deoxy-d-glucopyranosyl)oxy]-2-{[3-deoxy-4-c-methyl-3-(methylamino)-l-arabinopyranosyl]oxy}-3-hydroxycyclohexyl)-2-hydroxypropanamide	(2s)-1-methyl-2-[(2s,4r)-2-methyl-4-phenylpentyl]piperidine	(2S)-1-methyl-2-[(2S,4R)-2-methyl-4-phenylpentyl]piperidine	isepamicin	isepamicin	0
C0046882	DB00279	drugbank	4 4 hydroxy 3 iodophenoxy 3 5 diiodo l phenylalanine	1.8090117	4-(4-hydroxy-3-iodophenoxy)-3,5-diiodobenzeneacetic acid	4-(4-hydroxy-3-iodophenoxy)-3,5-diiodo-l-phenylalanine	Liothyronine	tiratricol	tiratricol	0
C0063830	DB04500	drugbank	para acetamido benzoic acid	1.7991899	5-acetamido-n-(2- hydroxyethyl)-2,4,6-triiodoisophthalamic acid	para acetamido benzoic acid	4-acetamidobenzoic acid	ioxitalamic acid	ioxitalamic acid	0
C0004234	DB00732	drugbank	1 3 4 dimethoxyphenyl methyl 2 3 5 3 1 3 4 dimethoxyphenyl methyl 6 7 dimethoxy 2 methyl 1 2 3 4 tetrahydroisoquinolin 2 ium 2 yl propanoyl oxy pentyl oxy 3 oxopropyl 6 7 dimethoxy 2 methyl 1 2 3 4 tetrahydroisoquinolin 2 ium	1.7893692	isoquinolinium, 2,2'-(1,5-pentanediylbis(oxy(3-oxo-3,1-propanediyl)))bis(1-((3,4-dimethoxyphenyl)methyl))-1,2,3,4-tetrahydro-6,7-dimethoxy-2-methyl-	1-[(3,4-dimethoxyphenyl)methyl]-2-[3-({5-[(3-{1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinolin-2-ium-2-yl}propanoyl)oxy]pentyl}oxy)-3-oxopropyl]-6,7-dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinolin-2-ium	Atracurium besylate	Atracurium	Atracurium	hasform
C0244718	DB04001	drugbank	6 oxalyl amino 1h indole 5 carboxylic acid	1.7850473	1h-indole-2-carboxylic acid, 1-(2-((1-(ethoxycarbonyl)butyl)amino)-1-oxopropyl)octahydro-,(2s-(1(r*(r*))2alpha,3abeta,7abeta))-, compound with 2-methyl-2-propanamine(1:1)	6-(oxalyl-amino)-1h-indole-5-carboxylic acid	6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid	Perindopril tert-butylamine	Perindopril Erbumine	0
C0028355	DB01540	drugbank	17alpha methyl 4 hydroxy 17beta hydroxyestr 4 en 3 one	1.7812301	19-norpregn-4-en-3-one, 17-hydroxy-, (17alpha)-	17alpha-methyl-4-hydroxy-17beta-hydroxyestr-4-en-3-one	17alpha-methyl-4-hydroxynandrolone	Norethandrolone	Norethandrolone	0
C1366044	DB09138	drugbank	technetium 99mtc medronic acid	1.7686583	medronic acid	technetium (99mtc) medronic acid	Technetium Tc-99m Medronate	Medronic Acid	Medronic Acid	same
C1322002	DB00283	drugbank	+ 2r 2 2 r p chloro alpha methyl alpha phenylbenzyl oxy ethyl 1 methylpyrrolidine	1.7600929	1-(p-chloro-alpha-phenylbenzyl)-4-cinnamylpiperazine	(+)-(2r)-2-(2-(((r)-p-chloro-alpha-methyl-alpha-phenylbenzyl)oxy)ethyl)-1-methylpyrrolidine	Clemastine	CLOCINIZINE	CLOCINIZINE	0
C1322002	DB00283	drugbank	+ 2r 2 2 r p chloro alpha methyl alpha phenylbenzyl oxy ethyl 1 methylpyrrolidine	1.7600929	1-(p-chloro-alpha-phenylbenzyl)-4-cinnamylpiperazine	(+)-(2r)-2-[2-[[(r)-p-chloro-alpha-methyl-alpha-phenylbenzyl]oxy]ethyl]-1-methylpyrrolidine	Clemastine	CLOCINIZINE	CLOCINIZINE	0
C0301371	DB00729	drugbank	metilsulfate de diphemanil	1.7476888	diphemanil	métilsulfate de diphémanil	Diphemanil Methylsulfate	Diphemanil	Diphemanil	hasform
C0023031	DB06792	drugbank	lanthanum carbonate anhydrous	1.7438371	lanthanum	lanthanum carbonate anhydrous	Lanthanum carbonate	Lanthane	Lanthanum	hasform
C0165703	DB01855	drugbank	5 hydroxy methyl amino 3 methyl pyrrolidine 2 carboxylic acid	1.7318349	1-methyl-3-(2-(n-(1-ethoxycarbonyl-3-phenylpropyl)amino)propionyl)-2-oxoimidazolidine-4-carboxylic acid	5-(hydroxy-methyl-amino)-3-methyl-pyrrolidine-2-carboxylic acid	5-(Hydroxy-Methyl-Amino)-3-Methyl-Pyrrolidine-2-Carboxylic Acid	imidapril	imidapril	0
C0244718	DB08709	drugbank	2 3 diphenyl 1h indole 7 carboxylic acid	1.7315538	1h-indole-2-carboxylic acid, 1-(2-((1-(ethoxycarbonyl)butyl)amino)-1-oxopropyl)octahydro-,(2s-(1(r*(r*))2alpha,3abeta,7abeta))-, compound with 2-methyl-2-propanamine(1:1)	2,3-diphenyl-1h-indole-7-carboxylic acid	2,3-diphenyl-1H-indole-7-carboxylic acid	Perindopril tert-butylamine	Perindopril Erbumine	0
C0134337	DB00656	drugbank	2 3 4 3 chlorophenyl 1 piperazinyl propyl 1 2 4 triazolo 4 3 a pyridin 3 2h one	1.7255185	1-(3-(4-(diphenylmethyl)-1-piperazinyl)propyl)-1,3-dihydro-2h-benzimidazol-2-one	2-(3-[4-(3-chlorophenyl)-1-piperazinyl]propyl)[1,2,4]triazolo[4,3-a]pyridin-3(2h)-one	Trazodone	oxatomide	oxatomide	0
C0023031	DB06792	drugbank	lanthanum iii carbonate	1.7245455	lanthanum	lanthanum (iii) carbonate	Lanthanum carbonate	Lanthane	Lanthanum	hasform
C0027235	DB00517	drugbank	endo 8 8 dimethyl 3 1 oxo 2 propylpentyl oxy 8 azoniabicyclo 3 2 1 octane bromide	1.71955	(3-endo,8-syn)-3-(3-hydroxy-1-oxo-2-phenylpropoxy)-8-methyl-8-(1-methylethyl)-8-azoniabicyclo(3.2.1)octane	endo-8,8-dimethyl-3-((1-oxo-2-propylpentyl)oxy)-8-azoniabicyclo(3.2.1)octane bromide	Anisotropine Methylbromide	ipratropium	Ipratropium	0
C0070709	DB01173	drugbank	n n dimethyl 2 o methyl alpha phenylbenzyl oxy ethylamine	1.719539	n,n-dimethyl-2-(alpha-phenyl-o-tolyloxy)ethylamine	n,n-dimethyl-2-[(o-methyl-alpha-phenylbenzyl)oxy]ethylamine	Orphenadrine	phenyltoloxamine	phenyltoloxamine	0
C0063830	DB02829	drugbank	4 acetylamino 3 aminoacetyl amino benzoic acid	1.7111593	3-(acetylamino)-5-(((2-hydroxyethyl)amino)carbonyl)- 2,4,6-triiodobenzoic acid	4-(acetylamino)-3-[(aminoacetyl)amino]benzoic acid	4-(Acetylamino)-3-[(Aminoacetyl)Amino]Benzoic Acid	ioxitalamic acid	ioxitalamic acid	0
C0068955	DB01288	drugbank	5 1 hydroxy 2 2 4 hydroxy phenyl 1 methyl ethylamino ethyl benzene 1 3 diol	1.7056966	7-(2-(2-hydroxy-2-(3,4-dihydroxyphenyl)ethylamino)ethyl)theophylline	5-{1-hydroxy-2-[2-(4-hydroxy-phenyl)-1-methyl-ethylamino]-ethyl}-benzene-1,3-diol	Fenoterol	theodrenaline	theodrenaline	0
C0376274	DB00965	drugbank	ethiodized oil	1.7036537	cajeput oil oil	ethiodized oil	Ethiodized oil	CAJEPUT	cajuput oil	0
C0376274	DB09567	drugbank	olive oil	1.7036537	cajeput oil oil	olive oil	Olive oil	CAJEPUT	cajuput oil	0
C0376274	DB09422	drugbank	soybean oil	1.7036537	cajeput oil oil	soybean oil	Soybean oil	CAJEPUT	cajuput oil	0
C0376274	DB06728	drugbank	aniline oil	1.7036537	cajeput oil oil	aniline oil	Aniline	CAJEPUT	cajuput oil	0
C0050403	DB07758	drugbank	5 2 5 dichlorophenyl 2 furoic acid	1.7034317	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	5-(2,5-dichlorophenyl)-2-furoic acid	5-(2,5-DICHLOROPHENYL)-2-FUROIC ACID	aceclofenac	aceclofenac	0
C1096766	DB00565	drugbank	besilate de cisatracurium	1.6757343	cisatracurium	besilate de cisatracurium	Cisatracurium besylate	Cisatracurium	Cisatracurium	hasform
C0006668	DB06773	drugbank	calcitonin human synthetic 	1.6739162	calcitonin	calcitonin (human synthetic)	Human calcitonin	Calcitonine	Calcitonin	part
C0023031	DB06792	drugbank	lanthanum 3+ carbonate	1.6514757	lanthanum	lanthanum(3+) carbonate	Lanthanum carbonate	Lanthane	Lanthanum	hasform
C0546882	DB00279	drugbank	3 5 3 triiodo l thyronine	1.6511546	t3 thyronine sodium preparation	3,5,3'-triiodo-l-thyronine	Liothyronine	liothyronine sodium	liothyronine sodium	formof
C0546882	DB00279	drugbank	3 3 5 triiodo l thyronine	1.6511546	t3 thyronine sodium preparation	3,3',5-triiodo-l-thyronine	Liothyronine	liothyronine sodium	liothyronine sodium	formof
C0018026	DB09276	drugbank	gold sodium thiomalate	1.6412501	gold	gold sodium thiomalate	Sodium aurothiomalate	Gold	Gold	0
C3652935	DB00098	drugbank	rabbit atg	1.6403406	antithymocyte immunoglobulin (rabbit)	rabbit atg	Anti-thymocyte Globulin (Rabbit)	antithymocyte immunoglobulin (rabbit)	antithymocyte immunoglobulin (rabbit)	same
C0007080	DB03241	drugbank	1 amino 1 carbonyl pentane	1.6305975	benzenesulfonamide, 4-amino-n-((butylamino)carbonyl)-	1-amino-1-carbonyl pentane	1-Amino-1-Carbonyl Pentane	Carbutamide	Carbutamide	0
C0016330	DB09149	drugbank	florbetapir fluorine 18	1.6072696	f - fluorine	florbetapir-fluorine-18	Florbetapir (18F)	fluor	Fluorine	0
C0246215	DB05385	drugbank	pro 2000 5	1.6052078	pro-diazepam	pro 2000/5	PRO 2000	avizafone	pro-diazepam	0
C0246215	DB05793	drugbank	pro 542	1.6052078	pro-diazepam	pro-542	PRO-542	avizafone	pro-diazepam	0
C0246215	DB05385	drugbank	pro 2000	1.6052078	pro-diazepam	pro 2000	PRO 2000	avizafone	pro-diazepam	0
C0246215	DB03535	drugbank	z pro prolinal	1.6052078	pro-diazepam	z-pro-prolinal	Z-Pro-Prolinal	avizafone	pro-diazepam	0
C0051247	DB00870	drugbank	2 4 thiophene 2 carbonyl phenyl propionic acid	1.6031634	2-(4-((2-methyl-2-propenyl)amino)phenyl)propionic acid	2-[4-(thiophene-2-carbonyl)-phenyl]-propionic acid	Suprofen	alminoprofen	alminoprofen	0
C0070709	DB07634	drugbank	2 6 dimethyl phenoxy acetic acid	1.5977385	n,n-dimethyl-2-(2-(phenylmethyl)phenoxy)ethanamine	(2,6-dimethyl-phenoxy)-acetic acid	(2,6-DIMETHYL-PHENOXY)-ACETIC ACID	phenyltoloxamine	phenyltoloxamine	0
C0244718	DB00790	drugbank	2s 3as 7as 1 2s 2 2s 1 ethoxy 1 oxopentan 2 yl amino propanoyl octahydro 1h indole 2 carboxylic acid	1.5918285	1h-indole-2-carboxylic acid, 1-(2-((1-(ethoxycarbonyl)butyl)amino)-1-oxopropyl)octahydro-,(2s-(1(r*(r*))2alpha,3abeta,7abeta))-, compound with 2-methyl-2-propanamine(1:1)	(2s,3as,7as)-1-[(2s)-2-{[(2s)-1-ethoxy-1-oxopentan-2-yl]amino}propanoyl]octahydro-1h-indole-2-carboxylic acid	Perindopril	Perindopril tert-butylamine	Perindopril Erbumine	formof
C0028426	DB07354	drugbank	2 3 dimethoxy 12h 1 3 dioxolo 5 6 indeno 1 2 c isoquinolin 6 ium	1.578495	1(3h)-isobenzofuranone, 6,7-dimethoxy-3-(5,6,7,8-tetrahydro-4-methoxy-6-methyl-1,3-dioxolo(4,5-g)isoquinolin-5-yl)-, (s-(r*,s*))-	2,3-dimethoxy-12h-[1,3]dioxolo[5,6]indeno[1,2-c]isoquinolin-6-ium	2,3-DIMETHOXY-12H-[1,3]DIOXOLO[5,6]INDENO[1,2-C]ISOQUINOLIN-6-IUM	Noscapine	Noscapine	0
C0050461	DB04455	drugbank	trimethyl glycine	1.578393	n-(3-acetylmercapto-2-benzylpropanoyl)glycine benzyl ester	trimethyl glycine	Trimethyl Glycine	racecadotril	racecadotril	0
C1337395	DB01080	drugbank	4 amino 5 hexenoic acid	1.5761213	4-hexenoic acid, 6-(1,3-dihydro-4-hydroxy-6-methoxy-7-methyl-3-oxo-5-isobenzofuranyl)-4-methyl-, monosodium salt, (4e)-	4-amino-5-hexenoic acid	Vigabatrin	mycophenolate sodium	mycophenolate sodium	0
C0010137	DB01443	drugbank	3 17 dihydroxyestr 5 ene and 3 17 dihydroxyestr 5 ene	1.5741546	17,21-dihydroxypregn-4-ene-3,11,20-trione	3β,17β-dihydroxyestr-5-ene and 3α,17β-dihydroxyestr-5-ene	19-Nor-5-androstenedione	Cortisone	Cortisone	0
C2725260	DB04187	drugbank	9s 10s 9 s glutathionyl 10 hydroxy 9 10 dihydrophenanthrene	1.5671718	(10s)-10-hydroxy-10,11-dihydro-5h-dibenzo(b,f)azepin-5-carboxamide	(9s,10s)-9-(s-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene	(9s,10s)-9-(S-Glutathionyl)-10-Hydroxy-9,10-Dihydrophenanthrene	eslicarbazepine	eslicarbazepine	0
C0124008	DB04515	drugbank	6 deoxy 2 o methyl alpha l galactopyranose	1.5611737	d-streptamine, o-6-amino-6-deoxy-alpha-d-glucopyranosyl-(1-4)-o-(3-deoxy-4-c-methyl-3-(methylamino)-beta-l-arabinopyranosyl-(1-6))-n1-(3-amino-2-hydroxy-1-oxopropyl)-2-deoxy-, (s)-	6-deoxy-2-o-methyl-alpha-l-galactopyranose	6-Deoxy-2-O-Methyl-Alpha-L-Galactopyranose	isepamicin	isepamicin	0
C0027235	DB00332	drugbank	ipratropium bromide anhydrous	1.5604924	ipratropium	ipratropium bromide anhydrous	Ipratropium bromide	ipratropium	Ipratropium	hasform
C0027235	DB00332	drugbank	ipratropium bromide anhydrous 	1.5604924	ipratropium	ipratropium bromide (anhydrous)	Ipratropium bromide	ipratropium	Ipratropium	hasform
C2725260	DB09016	drugbank	3 10 11 dihydro 5h dibenzo a d cycloheptene 5 yl n n 2 trimethylpropan 1 amine	1.5490677	(10s)-10-hydroxy-10,11-dihydro-5h-dibenzo(b,f)azepin-5-carboxamide	(±)-3-(10,11-dihydro-5h-dibenzo[a,d]cycloheptene-5-yl)-n,n,2-trimethylpropan-1-amine	Butriptyline	eslicarbazepine	eslicarbazepine	0
C0050461	DB04291	drugbank	l 2 p hydroxyphenyl glycine	1.5487672	n-(3-acetylmercapto-2-benzylpropanoyl)glycine benzyl ester	l-2-(p-hydroxyphenyl)glycine	Oxfenicine	racecadotril	racecadotril	0
C0050461	DB04308	drugbank	r 2 4 hydroxyphenyl glycine	1.5487672	n-(3-acetylmercapto-2-benzylpropanoyl)glycine benzyl ester	(r)-2-(4-hydroxyphenyl)glycine	(2R)-amino(4-hydroxyphenyl)ethanoic acid	racecadotril	racecadotril	0
C0050461	DB04308	drugbank	r 4 hydroxyphenyl glycine	1.5487672	n-(3-acetylmercapto-2-benzylpropanoyl)glycine benzyl ester	(r)-(4-hydroxyphenyl)glycine	(2R)-amino(4-hydroxyphenyl)ethanoic acid	racecadotril	racecadotril	0
C0050461	DB04291	drugbank	s 4 hydroxyphenyl glycine	1.5487672	n-(3-acetylmercapto-2-benzylpropanoyl)glycine benzyl ester	(s)-(4-hydroxyphenyl)glycine	Oxfenicine	racecadotril	racecadotril	0
C0050461	DB04308	drugbank	d 2 p hydroxyphenyl glycine	1.5487672	n-(3-acetylmercapto-2-benzylpropanoyl)glycine benzyl ester	d-(-)-2-(p-hydroxyphenyl)glycine	(2R)-amino(4-hydroxyphenyl)ethanoic acid	racecadotril	racecadotril	0
C0077013	DB07012	drugbank	6 amino 3 7 dihydro imidazo 4 5 g quinazolin 8 one	1.5447414	6-(2-chlorophenyl)-2,4-dihydro-2-((4-methyl-1-piperazinyl)methylene)-8-nitro-1h-imidazo(1,2-a) (1,4)benzodiazepin-1-one	6-amino-3,7-dihydro-imidazo[4,5-g]quinazolin-8-one	6-AMINO-3,7-DIHYDRO-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE	Loprazolam	triazulenone	0
