58587	"poractant alfa"	"poractant alfa"
60254	"terazosine  chlorhydrate de  dihydrate"	"terazosine  chlorhydrate de  dihydrate"
44437	"ropivacaine"	"ropivacaine"
812	"baclofene"	"baclofene"
195	"cefefadroxil anhydre"	"cefefadroxil anhydre"
5865	"carboplatine"	"carboplatine"
20915	"chlorhydrate d irinotecan trihydrate"	"chlorhydrate d irinotecan trihydrate"
557	"acetate de medroxyprogesterone"	"acetate de medroxyprogesterone"
3082	"estrogenes sulfoconjuges equins"	"estrogenes sulfoconjuges equins"
10966	"polyfructosan"	"polyfructosan"
95	"iodure de potassium"	"iodure de potassium"
4042	"molybdate de sodium dihydrate"	"molybdate de sodium dihydrate"
4546	"fluorure de sodium"	"fluorure de sodium"
8190	"chlorure de chrome hexahydrate"	"chlorure de chrome hexahydrate"
22155	"chlorure de manganese tetrahydrate"	"chlorure de manganese tetrahydrate"
30108	"selenite de sodium"	"selenite de sodium"
31523	"chlorure de cuivre dihydrate"	"chlorure de cuivre dihydrate"
85291	"chlorure ferrique hexahydrate"	"chlorure ferrique hexahydrate"
5386	"amiodarone  chlorhydrate d  "	"amiodarone  chlorhydrate d  "
772	"cefoxitine sodique"	"cefoxitine sodique"
69050	"cefoxitine"	"cefoxitine"
90670	"nebivolol  chlorhydrate de "	"nebivolol  chlorhydrate de "
80114	"adalimumab"	"adalimumab"
36192	"valaciclovir"	"valaciclovir"
92734	"chlorhydrate de valaciclovir"	"chlorhydrate de valaciclovir"
5432	"lidocaine  chlorhydrate de "	"lidocaine  chlorhydrate de "
2569	"chlorhydrate de meclofenoxate"	"chlorhydrate de meclofenoxate"
64251	"famciclovir"	"famciclovir"
430	"calcium  chlorure de  dihydrate"	"calcium  chlorure de  dihydrate"
62114	"acide gadoterique"	"acide gadoterique"
73112	"histaminum pour preparations homeopathiques"	"histaminum pour preparations homeopathiques"
39841	"vortioxetine"	"vortioxetine"
50873	"bromhydrate de vortioxetine"	"bromhydrate de vortioxetine"
3226	"acetate de flecainide"	"acetate de flecainide"
4798	"pantothenate de choline"	"pantothenate de choline"
4249	"prunier d afrique  extrait de "	"prunier d afrique  extrait de "
293	"tolnaftate"	"tolnaftate"
3236	"doxorubicine  chlorhydrate de "	"doxorubicine  chlorhydrate de "
158	"girofle  huile essentielle de "	"girofle  huile essentielle de "
608	"phenol"	"phenol"
760	"creosote officinale"	"creosote officinale"
60308	"menthol racemique"	"menthol racemique"
66200	"petit chiendent  rhizome de   poudre de "	"petit chiendent  rhizome de   poudre de "
185	"fenoterol  bromhydrate de "	"fenoterol  bromhydrate de "
2087	"chlorhydrate d hydroxyzine"	"chlorhydrate d hydroxyzine"
2825	"phenobarbital"	"phenobarbital"
16292	"hydroxyethylamidon 200 000"	"hydroxyethylamidon 200 000"
19859	"chlorhydrate de nefopam"	"chlorhydrate de nefopam"
60077	"levofloxacine hemihydratee"	"levofloxacine hemihydratee"
81234	"levofloxacine"	"levofloxacine"
14049	"benazepril  chlorhydrate de "	"benazepril  chlorhydrate de "
7706	"pirbuterol  acetate de "	"pirbuterol  acetate de "
48213	"pirbuterol"	"pirbuterol"
126	"tamoxifene  citrate de "	"tamoxifene  citrate de "
89266	"sumatriptan"	"sumatriptan"
802	"flunitrazepam"	"flunitrazepam"
3011	"mannitol"	"mannitol"
2940	"aluminium  oxyde d   hydrate"	"aluminium  oxyde d   hydrate"
3013	"trisilicate de magnesium"	"trisilicate de magnesium"
3740	"aluminium  glycinate d  "	"aluminium  glycinate d  "
4734	"chlorhydrate de benzydamine"	"chlorhydrate de benzydamine"
4963	"hexamidine  diisethionate d  "	"hexamidine  diisethionate d  "
244	"salicaire  extrait de   fluide "	"salicaire  extrait de   fluide "
9967	"teicoplanine"	"teicoplanine"
2160	"fusidique  acide "	"fusidique  acide "
4713	"oxyde d aluminium"	"oxyde d aluminium"
1461	"citroflavonoides"	"citroflavonoides"
25022	"magnesium  carbonate de  leger"	"magnesium  carbonate de  leger"
17407	"esomeprazole"	"esomeprazole"
96973	"esomeprazole magnesique dihydrate"	"esomeprazole magnesique dihydrate"
4729	"chlorhydrate de bromhexine"	"chlorhydrate de bromhexine"
4771	"chlorure de benzalkonium"	"chlorure de benzalkonium"
83165	"esomeprazole magnesique"	"esomeprazole magnesique"
28676	"arnica  capitules floraux seches d  "	"arnica  capitules floraux seches d  "
29871	"ivermectine"	"ivermectine"
54762	"hydrocotyle  partie aerienne d    extrait sec de "	"hydrocotyle  partie aerienne d    extrait sec de "
585	"chlorhydrate de morphine"	"chlorhydrate de morphine"
3401	"chlorhydrate de minocycline"	"chlorhydrate de minocycline"
1830	"thiocolchicoside"	"thiocolchicoside"
3570	"chlorhydrate de dextropropoxyphene"	"chlorhydrate de dextropropoxyphene"
35118	"pancreas  poudre de   porcine "	"pancreas  poudre de   porcine "
842	"nifedipine"	"nifedipine"
79480	"acamprosate calcique"	"acamprosate calcique"
3348	"albendazole"	"albendazole"
41553	"romarin"	"romarin"
17092	"pioglitazone base"	"pioglitazone base"
31147	"chlorhydrate de pioglitazone"	"chlorhydrate de pioglitazone"
4142	"chlorure d ammonium"	"chlorure d ammonium"
3698	"chardon marie  fruit de   extrait de "	"chardon marie  fruit de   extrait de "
14116	"aurum muriaticum natronatum pour preparations homeopathiques"	"aurum muriaticum natronatum pour preparations homeopathiques"
3602	"acetate d alpha tocopherol"	"acetate d alpha tocopherol"
60674	"myrtille  fruit de   extrait sec de "	"myrtille  fruit de   extrait sec de "
436	"camphre racemique"	"camphre racemique"
49729	"carbomere 980"	"carbomere 980"
86953	"adonis vernalis pour preparations homeopathiques"	"adonis vernalis pour preparations homeopathiques"
2533	"oxazepam"	"oxazepam"
52389	"esters ethyliques d acides omega 3"	"esters ethyliques d acides omega 3"
646	"sultopride  chlorhydrate de "	"sultopride  chlorhydrate de "
89853	"sultopride base"	"sultopride base"
85184	"prilocaine"	"prilocaine"
46374	"bouleau  feuille de   extrait fluide de "	"bouleau  feuille de   extrait fluide de "
5835	"amrinone"	"amrinone"
869	"amcinonide"	"amcinonide"
46403	"milnacipran"	"milnacipran"
75210	"chlorhydrate de milnacipran"	"chlorhydrate de milnacipran"
4773	"omeprazole"	"omeprazole"
19944	"paliperidone"	"paliperidone"
27104	"palmitate de paliperidone"	"palmitate de paliperidone"
151	"bergamote  huile essentielle de "	"bergamote  huile essentielle de "
3239	"lavande  essence de "	"lavande  essence de "
4307	"solution de formaldehyde a 35 pour cent"	"solution de formaldehyde a 35 pour cent"
4338	"huile essentielle de citron"	"huile essentielle de citron"
15213	"saligenine"	"saligenine"
36607	"extrait de fioraventi"	"extrait de fioraventi"
46306	"plantain lanceole  feuille de   teinture de "	"plantain lanceole  feuille de   teinture de "
342	"trimethoprime"	"trimethoprime"
2878	"sulfamethoxazole"	"sulfamethoxazole"
5068	"harpagophytum  poudre d  "	"harpagophytum  poudre d  "
7970	"cassis  poudre de feuilles de "	"cassis  poudre de feuilles de "
9613	"saule  poudre de "	"saule  poudre de "
61112	"esomeprazole magnesique trihydrate"	"esomeprazole magnesique trihydrate"
17339	"omega 3  esters ethyliques 90 d acides "	"omega 3  esters ethyliques 90 d acides "
77978	"sevoflurane"	"sevoflurane"
42430	"oxaliplatine"	"oxaliplatine"
44908	"tazarotene"	"tazarotene"
567	"medazepam"	"medazepam"
10235	"streptozocine"	"streptozocine"
924	"mexiletine  chlorhydrate de "	"mexiletine  chlorhydrate de "
28788	"origanum majorana pour preparations homeopathiques"	"origanum majorana pour preparations homeopathiques"
88245	"tiotropium  bromure de  monohydrate"	"tiotropium  bromure de  monohydrate"
4959	"polyoside de salmonella typhi souche ty2"	"polyoside de salmonella typhi souche ty2"
1823	"chlorhydrate de thiamine"	"chlorhydrate de thiamine"
45087	"risedronate monosodique"	"risedronate monosodique"
8173	"epoetine alfa"	"epoetine alfa"
3865	"isoprenaline  chlorhydrate d  "	"isoprenaline  chlorhydrate d  "
41583	"pamoate de pasireotide"	"pamoate de pasireotide"
43910	"pasireotide"	"pasireotide"
4752	"citrate de betaine monohydrate"	"citrate de betaine monohydrate"
25222	"cina pour preparations homeopathiques"	"cina pour preparations homeopathiques"
3563	"sucralfate"	"sucralfate"
13112	"alprazolam"	"alprazolam"
11396	"chlorhydrate de naltrexone"	"chlorhydrate de naltrexone"
1080	"adrenaline base"	"adrenaline base"
4280	"adrenaline  tartrate d  "	"adrenaline  tartrate d  "
16661	"articaine  chlorhydrate d  "	"articaine  chlorhydrate d  "
359	"calcitonine de saumon"	"calcitonine de saumon"
10655	"metoclopramide"	"metoclopramide"
92098	"bitartrate de nicotine dihydrate"	"bitartrate de nicotine dihydrate"
3955	"oxytetracycline  chlorhydrate d  "	"oxytetracycline  chlorhydrate d  "
2987	"iris versicolor pour preparations homeopathiques"	"iris versicolor pour preparations homeopathiques"
2131	"kalium carbonicum pour preparations homeopathiques"	"kalium carbonicum pour preparations homeopathiques"
5235	"uranium"	"uranium"
49654	"arnica  capitule d    extrait de "	"arnica  capitule d    extrait de "
1110	"ambenonium  chlorure d  "	"ambenonium  chlorure d  "
8	"acide borique"	"acide borique"
911	"cefuroxime sodique"	"cefuroxime sodique"
60311	"nitrendipine"	"nitrendipine"
264	"trihexyphenidyle  chlorhydrate de "	"trihexyphenidyle  chlorhydrate de "
48903	"nimesulide"	"nimesulide"
24075	"etanercept"	"etanercept"
265	"china rubra pour preparations homeopathiques"	"china rubra pour preparations homeopathiques"
382	"levothyroxine sodique"	"levothyroxine sodique"
1556	"cyclophosphamide monohydrate"	"cyclophosphamide monohydrate"
77405	"cyclophosphamide anhydre"	"cyclophosphamide anhydre"
31558	"lenograstim"	"lenograstim"
3434	"sulfate de polymyxine b"	"sulfate de polymyxine b"
17908	"polymyxine b"	"polymyxine b"
3484	"aminosalicylate de sodium dihydrate"	"aminosalicylate de sodium dihydrate"
69076	"p a s sodique anhydre"	"p a s sodique anhydre"
237	"kola  graines   extrait fluide de "	"kola  graines   extrait fluide de "
5392	"calcium  glycerophosphate de "	"calcium  glycerophosphate de "
5440	"magnesium  glycerophosphate de "	"magnesium  glycerophosphate de "
5445	"manganese  glycerophosphate de "	"manganese  glycerophosphate de "
15444	"quinquina  ecorce de   extrait fluide d  "	"quinquina  ecorce de   extrait fluide d  "
26408	"gentiane  racine de   extrait fluide de "	"gentiane  racine de   extrait fluide de "
61112	"esomeprazole magnesium trihydrate"	"esomeprazole magnesium trihydrate"
1961	"aminoglutethimide"	"aminoglutethimide"
2293	"iopromide"	"iopromide"
836	"dantrolene sodique"	"dantrolene sodique"
24025	"agnus castus pour preparations homeopathiques"	"agnus castus pour preparations homeopathiques"
30981	"catioresine carboxylate de nicotine"	"catioresine carboxylate de nicotine"
3063	"dioctyl sulfosuccinate sodique"	"dioctyl sulfosuccinate sodique"
3970	"phloroglucinol  trimethyl ether du "	"phloroglucinol  trimethyl ether du "
987	"acetate de cyproterone"	"acetate de cyproterone"
1331	"butoforme"	"butoforme"
30345	"propacetamol  chlorhydrate de "	"propacetamol  chlorhydrate de "
4143	"ammonium  fluorure d  "	"ammonium  fluorure d  "
442	"cefalexine"	"cefalexine"
3026	"nitrate de miconazole"	"nitrate de miconazole"
70202	"bevacizumab"	"bevacizumab"
2777	"busereline  acetate de "	"busereline  acetate de "
41924	"busereline"	"busereline"
41909	"besilate de clopidogrel"	"besilate de clopidogrel"
1471	"chlorhydrate de clobutinol"	"chlorhydrate de clobutinol"
4584	"sulfacetamide sodique"	"sulfacetamide sodique"
3088	"phenylephrine  chlorhydrate de "	"phenylephrine  chlorhydrate de "
17256	"efavirenz"	"efavirenz"
56173	"felodipine"	"felodipine"
21	"phosphate d adenosine et d heptaminol"	"phosphate d adenosine et d heptaminol"
24563	"clarithromycine"	"clarithromycine"
60922	"montmorillonite beidellitique"	"montmorillonite beidellitique"
78154	"eucalyptus  feuille d    poudre de "	"eucalyptus  feuille d    poudre de "
35374	"agalsidase alfa"	"agalsidase alfa"
832	"isoconazole  nitrate d  "	"isoconazole  nitrate d  "
18018	"xenon  133 xe   gaz "	"xenon  133 xe   gaz "
7742	"butoxyde de piperonyle"	"butoxyde de piperonyle"
27736	"depallethrine"	"depallethrine"
4179	"dipropionate de beclomethasone"	"dipropionate de beclomethasone"
29384	"chlorhydrate de bepridil monohydrate"	"chlorhydrate de bepridil monohydrate"
34533	"bepridil base"	"bepridil base"
4099	"thuya  teinture de "	"thuya  teinture de "
76382	"lactate de ciprofloxacine"	"lactate de ciprofloxacine"
93286	"acide clavulanique"	"acide clavulanique"
79487	"nizatidine"	"nizatidine"
708	"chlorhexidine  acetate de "	"chlorhexidine  acetate de "
3371	"lysozyme  chlorhydrate de "	"lysozyme  chlorhydrate de "
5216	"tetracaine  chlorhydrate de "	"tetracaine  chlorhydrate de "
35195	"iobitridol"	"iobitridol"
76808	"tilleul  aubier de   poudre d  "	"tilleul  aubier de   poudre d  "
3394	"phytate de sodium anhydre"	"phytate de sodium anhydre"
15711	"ribavirine"	"ribavirine"
4400	"norgestimate"	"norgestimate"
1486	"metipranolol"	"metipranolol"
7603	"propofol"	"propofol"
31893	"glycerophosphate de manganese anhydre"	"glycerophosphate de manganese anhydre"
41440	"dihydrogenophosphate d ammonium"	"dihydrogenophosphate d ammonium"
100	"lactobacillus helveticus"	"lactobacillus helveticus"
102	"candida albicans  lysat lyophilise de "	"candida albicans  lysat lyophilise de "
112	"lactobacillus fermentum"	"lactobacillus fermentum"
4405	"lactobacillus acidophilus"	"lactobacillus acidophilus"
4406	"lactobacillus lactis"	"lactobacillus lactis"
5684	"streptococcus pyogenes groupe a  fractions antigeniques de "	"streptococcus pyogenes groupe a  fractions antigeniques de "
5685	"enterococcus faecalis  fractions antigeniques de "	"enterococcus faecalis  fractions antigeniques de "
5687	"staphylococcus aureus  fractions antigeniques de "	"staphylococcus aureus  fractions antigeniques de "
5692	"klebsiella pneumoniae  fractions antigeniques de "	"klebsiella pneumoniae  fractions antigeniques de "
5730	"corynebacterium pseudo diphteriae  fractions antigeniques de "	"corynebacterium pseudo diphteriae  fractions antigeniques de "
53085	"enterococcus faecium  fractions antigeniques de "	"enterococcus faecium  fractions antigeniques de "
83507	"streptococcus sanguis type 2  fractions antigeniques de "	"streptococcus sanguis type 2  fractions antigeniques de "
91197	"fusobacterium nucleatum"	"fusobacterium nucleatum"
1840	"tetrazepam"	"tetrazepam"
71869	"eptacog alfa  active "	"eptacog alfa  active "
79594	"omoconazole  nitrate d  "	"omoconazole  nitrate d  "
18454	"cetrorelix base"	"cetrorelix base"
80353	"acetate de cetrorelix"	"acetate de cetrorelix"
1281	"bleu de methylene"	"bleu de methylene"
9149	"drosera  teinture de "	"drosera  teinture de "
1591	"alprostadil"	"alprostadil"
577	"methylcellulose"	"methylcellulose"
763	"cuprum metallicum pour preparations homeopathiques"	"cuprum metallicum pour preparations homeopathiques"
2076	"hydroxycarbamide"	"hydroxycarbamide"
3576	"dulcamara pour preparations homeopathiques"	"dulcamara pour preparations homeopathiques"
1580	"diundecylate estradiol"	"diundecylate estradiol"
41238	"apremilast"	"apremilast"
27467	"trolamine"	"trolamine"
43912	"alendronate de sodium anhydre"	"alendronate de sodium anhydre"
1061	"acide nicotinique"	"acide nicotinique"
783	"chlorhydrate de ticlopidine"	"chlorhydrate de ticlopidine"
6	"acide aspartique"	"acide aspartique"
631	"acetate de sodium"	"acetate de sodium"
4111	"sodium  glycerophosphate de "	"sodium  glycerophosphate de "
51513	"chlorure de calcium anhydre"	"chlorure de calcium anhydre"
84160	"sulfate de magnesium anhydre"	"sulfate de magnesium anhydre"
89235	"acetate de sodium anhydre"	"acetate de sodium anhydre"
5284	"chlorure de dequalinium"	"chlorure de dequalinium"
39488	"insuline humaine recombinante isophane"	"insuline humaine recombinante isophane"
5621	"roxithromycine"	"roxithromycine"
8365	"graphite"	"graphite"
1473	"zinc"	"zinc"
4456	"zinc  gluconate de  trihydrate"	"zinc  gluconate de  trihydrate"
939	"doxycycline polyphosphate sodique"	"doxycycline polyphosphate sodique"
26053	"extrait allergenique de pollen de flouve odorante"	"extrait allergenique de pollen de flouve odorante"
53541	"extrait allergenique de pollen de paturin des pres"	"extrait allergenique de pollen de paturin des pres"
73676	"extrait allergenique de pollen d ivraie vivace"	"extrait allergenique de pollen d ivraie vivace"
89185	"extrait allergenique de pollen de fleole des pres"	"extrait allergenique de pollen de fleole des pres"
95952	"dactyle agglomere  extrait allergenique de pollen de "	"dactyle agglomere  extrait allergenique de pollen de "
15988	"insuline humaine recombinante"	"insuline humaine recombinante"
92781	"insuline humaine recombinante isophane biphasique"	"insuline humaine recombinante isophane biphasique"
97330	"cladribine"	"cladribine"
23740	"hydroxypropylcellulose"	"hydroxypropylcellulose"
86368	"romarin  extrait sec de "	"romarin  extrait sec de "
86396	"sene de khartoum ou d alexandrie  fruit de   extrait sec de "	"sene de khartoum ou d alexandrie  fruit de   extrait sec de "
20038	"argentum metallicum pour preparations homeopathiques"	"argentum metallicum pour preparations homeopathiques"
37973	"rivastigmine"	"rivastigmine"
24245	"ambroxol  chlorhydrate d  "	"ambroxol  chlorhydrate d  "
39184	"potassium  glycerophosphate de   solution de "	"potassium  glycerophosphate de   solution de "
65539	"glycerophosphate de potassium anhydre"	"glycerophosphate de potassium anhydre"
86421	"glycerophosphate de magnesium anhydre"	"glycerophosphate de magnesium anhydre"
13942	"citrate de toremifene"	"citrate de toremifene"
14743	"hydroxy 8 quinoleine  sulfate d  "	"hydroxy 8 quinoleine  sulfate d  "
32627	"rizatriptan"	"rizatriptan"
66038	"benzoate de rizatriptan"	"benzoate de rizatriptan"
35029	"frovatriptan base"	"frovatriptan base"
36521	"succinate de frovatriptan monohydrate"	"succinate de frovatriptan monohydrate"
3496	"povidone iodee"	"povidone iodee"
8610	"etodolac"	"etodolac"
170	"goudron de houille"	"goudron de houille"
4134	"allantoine"	"allantoine"
5217	"trolamine  caprylate de "	"trolamine  caprylate de "
3020	"magnesium  thiosulfate de "	"magnesium  thiosulfate de "
3127	"thiosulfate de sodium"	"thiosulfate de sodium"
23046	"fluvoxamine  maleate de "	"fluvoxamine  maleate de "
59781	"varenicline"	"varenicline"
92082	"varenicline  tartrate de "	"varenicline  tartrate de "
3709	"olivier  extrait sec de "	"olivier  extrait sec de "
79597	"extrait de bouleau  sec "	"extrait de bouleau  sec "
27660	"temsirolimus"	"temsirolimus"
67549	"rabeprazole base"	"rabeprazole base"
73953	"rabeprazole sodique"	"rabeprazole sodique"
18408	"chlorhydrate de mepivacaine"	"chlorhydrate de mepivacaine"
26478	"tazobactam"	"tazobactam"
30409	"tazobactam sodique"	"tazobactam sodique"
67102	"piperacilline base"	"piperacilline base"
22675	"guepe  venin de "	"guepe  venin de "
2087	"hydroxyzine  dichlorhydrate de "	"hydroxyzine  dichlorhydrate de "
19874	"huile d olive raffinee pour preparations injectables"	"huile d olive raffinee pour preparations injectables"
53118	"6 iodomethylnorcholesterol  131 i "	"6 iodomethylnorcholesterol  131 i "
23150	"cefatrizine propyleneglycol"	"cefatrizine propyleneglycol"
77266	"cefatrizine"	"cefatrizine"
4235	"extrait sec de millepertuis"	"extrait sec de millepertuis"
15304	"lisinopril anhydre"	"lisinopril anhydre"
60255	"lisinopril dihydrate"	"lisinopril dihydrate"
5715	"anatoxine diphterique"	"anatoxine diphterique"
24568	"telbivudine"	"telbivudine"
975	"spiramycine"	"spiramycine"
7327	"mesilate de pergolide"	"mesilate de pergolide"
57067	"pergolide base"	"pergolide base"
55385	"octocog alfa"	"octocog alfa"
2215	"pristinamycine"	"pristinamycine"
7436	"hemifumarate de bisoprolol"	"hemifumarate de bisoprolol"
38296	"triphosphate d adenosine disodique trihydrate"	"triphosphate d adenosine disodique trihydrate"
94712	"adenosine triphosphate disodique"	"adenosine triphosphate disodique"
29250	"bromhydrate de citalopram"	"bromhydrate de citalopram"
57088	"citalopram base"	"citalopram base"
8736	"chlorhydrate de quinapril"	"chlorhydrate de quinapril"
87533	"quinapril base"	"quinapril base"
85954	"lornoxicam"	"lornoxicam"
312	"cefalexine monohydratee"	"cefalexine monohydratee"
5541	"chlorhydrate de meclozine"	"chlorhydrate de meclozine"
3631	"algeldrate"	"algeldrate"
53763	"chlorhydrate de manidipine"	"chlorhydrate de manidipine"
78568	"gefitinib"	"gefitinib"
99842	"trabectedine"	"trabectedine"
2245	"acetate de chlormadinone"	"acetate de chlormadinone"
7032	"hemisuccinate de methylprednisolone"	"hemisuccinate de methylprednisolone"
70638	"nitisinone"	"nitisinone"
34909	"sufentanil"	"sufentanil"
48856	"citrate de sufentanil"	"citrate de sufentanil"
1810	"benzocaine"	"benzocaine"
615	"maleate de pirisudanol"	"maleate de pirisudanol"
36680	"bosutinib"	"bosutinib"
87288	"bosutinib monohydrate"	"bosutinib monohydrate"
41881	"acide zoledronique anhydre"	"acide zoledronique anhydre"
98588	"acide zoledronique monohydrate"	"acide zoledronique monohydrate"
19414	"hyclate de doxyxycline"	"hyclate de doxyxycline"
1901	"fentanyl  citrate de "	"fentanyl  citrate de "
5356	"alginate de sodium"	"alginate de sodium"
8736	"quinapril  chlorhydrate de "	"quinapril  chlorhydrate de "
62172	"eplerenone"	"eplerenone"
91695	"sodium  lactate de  anhydre"	"sodium  lactate de  anhydre"
5556	"heparine sodique iodure de sodium"	"heparine sodique iodure de sodium"
3193	"maleate de chlorphenamine"	"maleate de chlorphenamine"
49632	"ranitidine"	"ranitidine"
83	"piracetam"	"piracetam"
4150	"atropine  sulfate d  "	"atropine  sulfate d  "
4206	"chlorophylline cuivrique  complexe sodique de "	"chlorophylline cuivrique  complexe sodique de "
80889	"fluvastatine base"	"fluvastatine base"
162	"fenouil doux  fruit de "	"fenouil doux  fruit de "
189	"feuille de melisse"	"feuille de melisse"
190	"feuille de menthe poivree"	"feuille de menthe poivree"
879	"sauge"	"sauge"
75084	"marjolaine  sommite fleurie de "	"marjolaine  sommite fleurie de "
3778	"chlorhexidine  digluconate de "	"chlorhexidine  digluconate de "
33959	"chlorhexidine  digluconate de   solution de"	"chlorhexidine  digluconate de   solution de"
38062	"insuline degludec"	"insuline degludec"
41658	"liraglutide"	"liraglutide"
46352	"darbepoetine alfa"	"darbepoetine alfa"
18244	"rosuvastatine zincique"	"rosuvastatine zincique"
33207	"rosuvastatine"	"rosuvastatine"
80978	"ipratropium  bromure d   anhydre"	"ipratropium  bromure d   anhydre"
18380	"carteolol  chlorhydrate de "	"carteolol  chlorhydrate de "
252	"hydrastis canadensis pour preparations homeopathiques"	"hydrastis canadensis pour preparations homeopathiques"
3654	"leptandra virginica pour preparations homeopathiques"	"leptandra virginica pour preparations homeopathiques"
4605	"chelidonium majus pour preparations homeopathiques"	"chelidonium majus pour preparations homeopathiques"
5487	"carduus marianus pour preparations homeopathiques"	"carduus marianus pour preparations homeopathiques"
18791	"mercurius solubilis pour preparations homeopathiques"	"mercurius solubilis pour preparations homeopathiques"
28169	"juglans regia pour preparations homeopathiques"	"juglans regia pour preparations homeopathiques"
30992	"rana bufo pour preparations homeopathiques"	"rana bufo pour preparations homeopathiques"
7560	"fluoxetine  chlorhydrate de "	"fluoxetine  chlorhydrate de "
5093	"benserazide  chlorhydrate de "	"benserazide  chlorhydrate de "
95926	"benserazide base"	"benserazide base"
15562	"succinate de sumatriptan"	"succinate de sumatriptan"
2382	"metronidazole"	"metronidazole"
882	"vindesine  sulfate de "	"vindesine  sulfate de "
54231	"chlorhydrate d irbesartan"	"chlorhydrate d irbesartan"
60259	"rimantadine  chlorhydrate de "	"rimantadine  chlorhydrate de "
59983	"meropenem trihydrate"	"meropenem trihydrate"
60167	"meropenem anhydre"	"meropenem anhydre"
2002	"gonadotrophine chorionique"	"gonadotrophine chorionique"
33609	"fraction flavonoique purifiee micronisee"	"fraction flavonoique purifiee micronisee"
38880	"peginterferon alfa 2b"	"peginterferon alfa 2b"
56360	"the vert  extrait sec de "	"the vert  extrait sec de "
29337	"tenofovir disoproxil"	"tenofovir disoproxil"
89901	"fumarate de tenofovir disoproxil"	"fumarate de tenofovir disoproxil"
420	"cafeine"	"cafeine"
33342	"rabeprazole sodique monohydrate"	"rabeprazole sodique monohydrate"
47580	"iomeprol"	"iomeprol"
4962	"chlorhydrate d heptaminol"	"chlorhydrate d heptaminol"
7176	"hypericum perforatum pour preparations homeopathiques"	"hypericum perforatum pour preparations homeopathiques"
60929	"dichlorhydrate de cetirizine"	"dichlorhydrate de cetirizine"
183	"sene  feuille de   poudre de "	"sene  feuille de   poudre de "
45960	"tamarin  pulpe de  extrait de  sec "	"tamarin  pulpe de  extrait de  sec "
60921	"selegiline  chlorhydrate de "	"selegiline  chlorhydrate de "
13104	"etidronate de sodium"	"etidronate de sodium"
2606	"meprobamate"	"meprobamate"
95296	"deferiprone"	"deferiprone"
20257	"marrube blanc  sommites fleuries de   extrait sec de "	"marrube blanc  sommites fleuries de   extrait sec de "
73377	"phosphate de dexamethasone"	"phosphate de dexamethasone"
23055	"hedera helix pour preparations homeopathiques"	"hedera helix pour preparations homeopathiques"
43303	"azithromycine monohydratee"	"azithromycine monohydratee"
96035	"azithromycine anhydre"	"azithromycine anhydre"
5242	"chlorhydrate de verapamil"	"chlorhydrate de verapamil"
85033	"fluor element"	"fluor element"
5285	"hydroquinidine  chlorhydrate d  "	"hydroquinidine  chlorhydrate d  "
25169	"succimer"	"succimer"
3339	"hydrogenooxalate de naftidrofuryl"	"hydrogenooxalate de naftidrofuryl"
9928	"muriaticum acidum pour preparations homeopathiques"	"muriaticum acidum pour preparations homeopathiques"
3848	"glucuronamide"	"glucuronamide"
20351	"insuline humaine biogenetique"	"insuline humaine biogenetique"
62595	"dalteparine sodique"	"dalteparine sodique"
362	"thioridazine  chlorhydrate de "	"thioridazine  chlorhydrate de "
7436	"bisoprolol  fumarate acide de "	"bisoprolol  fumarate acide de "
95929	"lixisenatide"	"lixisenatide"
3929	"econazole  nitrate d  "	"econazole  nitrate d  "
27368	"chlorobutanol hemihydrate"	"chlorobutanol hemihydrate"
5295	"dihydroergotoxine  mesilate de "	"dihydroergotoxine  mesilate de "
52476	"acetate d ulipristal"	"acetate d ulipristal"
5432	"lidocaine  chlorhydrate de  monohydrate"	"lidocaine  chlorhydrate de  monohydrate"
2165	"prazepam"	"prazepam"
17000	"milieu de culture"	"milieu de culture"
99612	"lactobacillus delbrueckii"	"lactobacillus delbrueckii"
5230	"nitrate de thiamine"	"nitrate de thiamine"
5394	"pantothenate de calcium"	"pantothenate de calcium"
93467	"stavudine"	"stavudine"
34251	"sildenafil  citrate de "	"sildenafil  citrate de "
76051	"abies canadensis pour preparations homeopathiques"	"abies canadensis pour preparations homeopathiques"
960	"somatotropine"	"somatotropine"
5216	"chlorhydrate de tetracaine"	"chlorhydrate de tetracaine"
72751	"pissenlit  racine de   extrait fluide de "	"pissenlit  racine de   extrait fluide de "
78363	"ortie dioique  extrait fluide d  "	"ortie dioique  extrait fluide d  "
81961	"berberis  extrait fluide de "	"berberis  extrait fluide de "
726	"chlorhydrate de metoclopramide"	"chlorhydrate de metoclopramide"
873	"cisplatine"	"cisplatine"
21888	"buprenorphine  chlorhydrate de "	"buprenorphine  chlorhydrate de "
61019	"urofollitropine"	"urofollitropine"
29493	"progabide"	"progabide"
61182	"pantoprazole sodique anhydre"	"pantoprazole sodique anhydre"
17624	"sabal serrulata pour preparations homeopathiques"	"sabal serrulata pour preparations homeopathiques"
535	"tretinoine"	"tretinoine"
76079	"levofolinate calcique"	"levofolinate calcique"
79988	"erysimum  extrait sec d  "	"erysimum  extrait sec d  "
34647	"tinzaparine sodique"	"tinzaparine sodique"
663	"titane  dioxyde de "	"titane  dioxyde de "
1345	"camylofine  chlorhydrate de "	"camylofine  chlorhydrate de "
18380	"chlorhydrate de carteolol"	"chlorhydrate de carteolol"
