"thesaurus"	"mol1"	"mol2"	"niveau"	"date_min"	"date_max"
"thesaurus062015"	"DARUNAVIR"	"TELAPREVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DARUNAVIR"	"ULIPRISTAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DASATINIB"	"PHENOBARBITAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DASATINIB"	"PHENYTOINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DASATINIB"	"PRIMIDONE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DASATINIB"	"RIFAMPICINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DEFERASIROX"	"DEFEROXAMINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DEFERASIROX"	"REPAGLINIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DEMECLOCYCLINE"	"ISOTRETINOINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DEMECLOCYCLINE"	"TRETINOINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"EFAVIRENZ"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"ENZALUTAMIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"FOSAMPRENAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"INDINAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"LOPINAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"NEVIRAPINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"OXCARBAZEPINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"PERAMPANEL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"PHENOBARBITAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"PHENYTOINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"PRIMIDONE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"RIFABUTINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"RIFAMPICINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"RITONAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"SAQUINAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"TIPRANAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DESOGESTREL"	"ULIPRISTAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DEXAMETHASONE"	"RILPIVIRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DEXAMETHASONE"	"VIRUS DES OREILLONS"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DEXAMETHASONE"	"VIRUS ROUGEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DEXAMETHASONE"	"VIRUS RUBEOLEUX"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DEXAMETHASONE"	"VIRUS VARICELLE-ZONA"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DEXTROMETHORPHANE"	"IPRONIAZIDE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DEXTROMETHORPHANE"	"MOCLOBEMIDE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DICLOFENAC"	"FLUINDIONE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DICLOFENAC"	"LITHIUM"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DICLOFENAC"	"RIVAROXABAN"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DICLOFENAC"	"WARFARINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIDANOSINE"	"GANCICLOVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIDANOSINE"	"RIBAVIRINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIDANOSINE"	"TENOFOVIR DISOPROXIL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"EFAVIRENZ"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"ENZALUTAMIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"FOSAMPRENAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"INDINAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"LOPINAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"MODAFINIL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"NEVIRAPINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"OXCARBAZEPINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"PERAMPANEL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"PHENOBARBITAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"PHENYTOINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"PRIMIDONE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"RIFABUTINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"RIFAMPICINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"RITONAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"SAQUINAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"TIPRANAVIR"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"TOPIRAMATE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"ULIPRISTAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIENOGEST"	"VEMURAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIGOXINE"	"MIDODRINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROCODEINE"	"NALMEFENE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"DILTIAZEM"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"DIRITHROMYCINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"EFAVIRENZ"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"ELETRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"EPHEDRINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"FOSAMPRENAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"FROVATRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"INDINAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"JOSAMYCINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"LISURIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"LOPINAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"METHYLPHENIDATE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"MIDECAMYCINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"MIDODRINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"NAPHAZOLINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"NARATRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"OXYMETAZOLINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"PERGOLIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"PHENYLEPHRINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"PSEUDOEPHEDRINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"RIZATRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"ROXITHROMYCINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"SAQUINAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"STIRIPENTOL"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"SUMATRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"TUAMINOHEPTANE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIHYDROERGOTAMINE"	"ZOLMITRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DILTIAZEM"	"ERGOTAMINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DILTIAZEM"	"NIFEDIPINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIRITHROMYCINE"	"ERGOTAMINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIRITHROMYCINE"	"LISURIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DIRITHROMYCINE"	"PERGOLIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DISOPYRAMIDE"	"JOSAMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOLUTEGRAVIR"	"PHENOBARBITAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOLUTEGRAVIR"	"PHENYTOINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOLUTEGRAVIR"	"PRIMIDONE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"DOMPERIDONE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"ERYTHROMYCINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"ESCITALOPRAM"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"FLUPENTIXOL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"FLUPHENAZINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"HALOPERIDOL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"HYDROXYZINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"LEVOMEPROMAZINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"LUMEFANTRINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"MEQUITAZINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"METHADONE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"MIZOLASTINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"MOXIFLOXACINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"PENTAMIDINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"PIMOZIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"PIPAMPERONE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"PIPERAQUINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"PIPOTIAZINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"SPIRAMYCINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"SULPIRIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"TIAPRIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"VINCAMINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOMPERIDONE"	"ZUCLOPENTHIXOL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOXYCYCLINE"	"ISOTRETINOINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DOXYCYCLINE"	"TRETINOINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DRONEDARONE"	"EVEROLIMUS"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DRONEDARONE"	"ITRACONAZOLE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DRONEDARONE"	"KETOCONAZOLE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DRONEDARONE"	"PHENOBARBITAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DRONEDARONE"	"PHENYTOINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DRONEDARONE"	"PRIMIDONE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DRONEDARONE"	"RIFAMPICINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DRONEDARONE"	"RITONAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DRONEDARONE"	"SIMVASTATINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DRONEDARONE"	"SIROLIMUS"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DRONEDARONE"	"TACROLIMUS"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DRONEDARONE"	"TELAPREVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DRONEDARONE"	"TELITHROMYCINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DRONEDARONE"	"TIPRANAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DULOXETINE"	"ENOXACINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DULOXETINE"	"MEQUITAZINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DULOXETINE"	"TAMOXIFENE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"DYDROGESTERONE"	"ULIPRISTAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EBASTINE"	"ERYTHROMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EBASTINE"	"ITRACONAZOLE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EBASTINE"	"JOSAMYCINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EBASTINE"	"KETOCONAZOLE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EFAVIRENZ"	"ERGOTAMINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EFAVIRENZ"	"ESTRADIOL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EFAVIRENZ"	"ETHINYLESTRADIOL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EFAVIRENZ"	"ETONOGESTREL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EFAVIRENZ"	"ITRACONAZOLE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EFAVIRENZ"	"LEVONORGESTREL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EFAVIRENZ"	"MIANSERINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EFAVIRENZ"	"PIMOZIDE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EFAVIRENZ"	"REGORAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EFAVIRENZ"	"RILPIVIRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EFAVIRENZ"	"SERTRALINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EFAVIRENZ"	"VEMURAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EFAVIRENZ"	"VISMODEGIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ELETRIPTAN"	"ERGOTAMINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ELETRIPTAN"	"IPRONIAZIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ELETRIPTAN"	"METHYLERGOMETRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ELETRIPTAN"	"METHYSERGIDE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ELETRIPTAN"	"MOCLOBEMIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ELETRIPTAN"	"RASAGILINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ELETRIPTAN"	"SELEGILINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENALAPRIL"	"ESTRAMUSTINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENALAPRIL"	"LITHIUM"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENALAPRIL"	"RACECADOTRIL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENOXACINE"	"THEOPHYLLINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENTACAPONE"	"IPRONIAZIDE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENZALUTAMIDE"	"ESTRADIOL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENZALUTAMIDE"	"ETHINYLESTRADIOL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENZALUTAMIDE"	"ETONOGESTREL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENZALUTAMIDE"	"ITRACONAZOLE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENZALUTAMIDE"	"LEVONORGESTREL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENZALUTAMIDE"	"MIANSERINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENZALUTAMIDE"	"REGORAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENZALUTAMIDE"	"RILPIVIRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENZALUTAMIDE"	"SERTRALINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENZALUTAMIDE"	"VEMURAFENIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ENZALUTAMIDE"	"VISMODEGIB"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPHEDRINE"	"EPHEDRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPHEDRINE"	"ERGOTAMINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPHEDRINE"	"IPRONIAZIDE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPHEDRINE"	"LISURIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPHEDRINE"	"METHYLERGOMETRINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPHEDRINE"	"METHYLPHENIDATE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPHEDRINE"	"METHYSERGIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPHEDRINE"	"MIDODRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPHEDRINE"	"MOCLOBEMIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPHEDRINE"	"NAPHAZOLINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPHEDRINE"	"OXYMETAZOLINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPHEDRINE"	"PERGOLIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPHEDRINE"	"PHENYLEPHRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPHEDRINE"	"PSEUDOEPHEDRINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPHEDRINE"	"TUAMINOHEPTANE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPLERENONE"	"ERYTHROMYCINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPLERENONE"	"ITRACONAZOLE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPLERENONE"	"KETOCONAZOLE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPLERENONE"	"RITONAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPLERENONE"	"TELAPREVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPLERENONE"	"TELITHROMYCINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPLERENONE"	"TIPRANAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"EPROSARTAN"	"LITHIUM"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"FOSAMPRENAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"FROVATRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"INDINAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"JOSAMYCINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"LISURIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"LOPINAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"METHYLPHENIDATE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"MIDECAMYCINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"MIDODRINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"NAPHAZOLINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"NARATRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"OXYMETAZOLINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"PERGOLIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"PHENYLEPHRINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"PSEUDOEPHEDRINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"RIZATRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"ROXITHROMYCINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"SAQUINAVIR"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"STIRIPENTOL"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"SUMATRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"TUAMINOHEPTANE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERGOTAMINE"	"ZOLMITRIPTAN"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERLOTINIB"	"PHENOBARBITAL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERLOTINIB"	"PHENYTOINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERLOTINIB"	"PRIMIDONE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERLOTINIB"	"RIFAMPICINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERYTHROMYCINE"	"ERYTHROMYCINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERYTHROMYCINE"	"ESCITALOPRAM"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERYTHROMYCINE"	"FESOTERODINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERYTHROMYCINE"	"FLUPENTIXOL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERYTHROMYCINE"	"FLUPHENAZINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERYTHROMYCINE"	"HALOPERIDOL"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERYTHROMYCINE"	"HYDROXYZINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERYTHROMYCINE"	"LEVOMEPROMAZINE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERYTHROMYCINE"	"LISURIDE"	"AD"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERYTHROMYCINE"	"MEQUITAZINE"	"CI"	"01/06/2015"	"31/12/2015"
"thesaurus062015"	"ERYTHROMYCINE"	"METHADONE"	"AD"	"01/06/2015"	"31/12/2015"
