"mol1"	"mol2"	"date_min"	"date_max"
"DEXAMETHASONE"	"VIRUS VARICELLE-ZONA"	"01/06/2015"	"31/12/2015"
"DEXTROMETHORPHANE"	"IPRONIAZIDE"	"01/06/2015"	"31/12/2015"
"DEXTROMETHORPHANE"	"MOCLOBEMIDE"	"01/06/2015"	"31/12/2015"
"DICLOFENAC"	"FLUINDIONE"	"01/06/2015"	"31/12/2015"
"DICLOFENAC"	"LITHIUM"	"01/06/2015"	"31/12/2015"
"DICLOFENAC"	"RIVAROXABAN"	"01/06/2015"	"31/12/2015"
"DICLOFENAC"	"WARFARINE"	"01/06/2015"	"31/12/2015"
"DIDANOSINE"	"GANCICLOVIR"	"01/06/2015"	"31/12/2015"
"DIDANOSINE"	"RIBAVIRINE"	"01/06/2015"	"31/12/2015"
"DIDANOSINE"	"TENOFOVIR DISOPROXIL"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"EFAVIRENZ"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"ENZALUTAMIDE"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"FOSAMPRENAVIR"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"INDINAVIR"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"LOPINAVIR"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"MODAFINIL"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"NEVIRAPINE"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"OXCARBAZEPINE"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"PERAMPANEL"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"PHENOBARBITAL"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"PHENYTOINE"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"PRIMIDONE"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"RIFABUTINE"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"RIFAMPICINE"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"RITONAVIR"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"SAQUINAVIR"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"TIPRANAVIR"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"TOPIRAMATE"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"ULIPRISTAL"	"01/06/2015"	"31/12/2015"
"DIENOGEST"	"VEMURAFENIB"	"01/06/2015"	"31/12/2015"
"DIGOXINE"	"MIDODRINE"	"01/06/2015"	"31/12/2015"
"DIHYDROCODEINE"	"NALMEFENE"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"DILTIAZEM"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"DIRITHROMYCINE"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"EFAVIRENZ"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"ELETRIPTAN"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"EPHEDRINE"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"FOSAMPRENAVIR"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"FROVATRIPTAN"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"INDINAVIR"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"JOSAMYCINE"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"LISURIDE"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"LOPINAVIR"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"METHYLPHENIDATE"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"MIDECAMYCINE"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"MIDODRINE"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"NAPHAZOLINE"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"NARATRIPTAN"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"OXYMETAZOLINE"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"PERGOLIDE"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"PHENYLEPHRINE"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"PSEUDOEPHEDRINE"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"RIZATRIPTAN"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"ROXITHROMYCINE"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"SAQUINAVIR"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"STIRIPENTOL"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"SUMATRIPTAN"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"TUAMINOHEPTANE"	"01/06/2015"	"31/12/2015"
"DIHYDROERGOTAMINE"	"ZOLMITRIPTAN"	"01/06/2015"	"31/12/2015"
"DILTIAZEM"	"ERGOTAMINE"	"01/06/2015"	"31/12/2015"
"DILTIAZEM"	"NIFEDIPINE"	"01/06/2015"	"31/12/2015"
"DIRITHROMYCINE"	"ERGOTAMINE"	"01/06/2015"	"31/12/2015"
"DIRITHROMYCINE"	"LISURIDE"	"01/06/2015"	"31/12/2015"
"DIRITHROMYCINE"	"PERGOLIDE"	"01/06/2015"	"31/12/2015"
"DISOPYRAMIDE"	"JOSAMYCINE"	"01/06/2015"	"31/12/2015"
"DOLUTEGRAVIR"	"PHENOBARBITAL"	"01/06/2015"	"31/12/2015"
"DOLUTEGRAVIR"	"PHENYTOINE"	"01/06/2015"	"31/12/2015"
"DOLUTEGRAVIR"	"PRIMIDONE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"DOMPERIDONE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"ERYTHROMYCINE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"ESCITALOPRAM"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"FLUPENTIXOL"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"FLUPHENAZINE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"HALOPERIDOL"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"HYDROXYZINE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"LEVOMEPROMAZINE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"LUMEFANTRINE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"MEQUITAZINE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"METHADONE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"MIZOLASTINE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"MOXIFLOXACINE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"PENTAMIDINE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"PIMOZIDE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"PIPAMPERONE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"PIPERAQUINE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"PIPOTIAZINE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"SPIRAMYCINE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"SULPIRIDE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"TIAPRIDE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"VINCAMINE"	"01/06/2015"	"31/12/2015"
"DOMPERIDONE"	"ZUCLOPENTHIXOL"	"01/06/2015"	"31/12/2015"
"DOXYCYCLINE"	"ISOTRETINOINE"	"01/06/2015"	"31/12/2015"
"DOXYCYCLINE"	"TRETINOINE"	"01/06/2015"	"31/12/2015"
"DRONEDARONE"	"EVEROLIMUS"	"01/06/2015"	"31/12/2015"
"DRONEDARONE"	"ITRACONAZOLE"	"01/06/2015"	"31/12/2015"
"DRONEDARONE"	"KETOCONAZOLE"	"01/06/2015"	"31/12/2015"
"DRONEDARONE"	"PHENOBARBITAL"	"01/06/2015"	"31/12/2015"
"DRONEDARONE"	"PHENYTOINE"	"01/06/2015"	"31/12/2015"
"DRONEDARONE"	"PRIMIDONE"	"01/06/2015"	"31/12/2015"
"DRONEDARONE"	"RIFAMPICINE"	"01/06/2015"	"31/12/2015"
"DRONEDARONE"	"RITONAVIR"	"01/06/2015"	"31/12/2015"
"DRONEDARONE"	"SIMVASTATINE"	"01/06/2015"	"31/12/2015"
"DRONEDARONE"	"SIROLIMUS"	"01/06/2015"	"31/12/2015"
"DRONEDARONE"	"TACROLIMUS"	"01/06/2015"	"31/12/2015"
"DRONEDARONE"	"TELAPREVIR"	"01/06/2015"	"31/12/2015"
"DRONEDARONE"	"TELITHROMYCINE"	"01/06/2015"	"31/12/2015"
"DRONEDARONE"	"TIPRANAVIR"	"01/06/2015"	"31/12/2015"
"DULOXETINE"	"ENOXACINE"	"01/06/2015"	"31/12/2015"
"DULOXETINE"	"MEQUITAZINE"	"01/06/2015"	"31/12/2015"
"DULOXETINE"	"TAMOXIFENE"	"01/06/2015"	"31/12/2015"
"DYDROGESTERONE"	"ULIPRISTAL"	"01/06/2015"	"31/12/2015"
"EBASTINE"	"ERYTHROMYCINE"	"01/06/2015"	"31/12/2015"
"EBASTINE"	"ITRACONAZOLE"	"01/06/2015"	"31/12/2015"
"EBASTINE"	"JOSAMYCINE"	"01/06/2015"	"31/12/2015"
"EBASTINE"	"KETOCONAZOLE"	"01/06/2015"	"31/12/2015"
"EFAVIRENZ"	"ERGOTAMINE"	"01/06/2015"	"31/12/2015"
"EFAVIRENZ"	"ESTRADIOL"	"01/06/2015"	"31/12/2015"
"EFAVIRENZ"	"ETHINYLESTRADIOL"	"01/06/2015"	"31/12/2015"
"EFAVIRENZ"	"ETONOGESTREL"	"01/06/2015"	"31/12/2015"
"EFAVIRENZ"	"ITRACONAZOLE"	"01/06/2015"	"31/12/2015"
"EFAVIRENZ"	"LEVONORGESTREL"	"01/06/2015"	"31/12/2015"
"EFAVIRENZ"	"MIANSERINE"	"01/06/2015"	"31/12/2015"
"EFAVIRENZ"	"PIMOZIDE"	"01/06/2015"	"31/12/2015"
"EFAVIRENZ"	"REGORAFENIB"	"01/06/2015"	"31/12/2015"
"EFAVIRENZ"	"RILPIVIRINE"	"01/06/2015"	"31/12/2015"
"EFAVIRENZ"	"SERTRALINE"	"01/06/2015"	"31/12/2015"
"EFAVIRENZ"	"VEMURAFENIB"	"01/06/2015"	"31/12/2015"
"EFAVIRENZ"	"VISMODEGIB"	"01/06/2015"	"31/12/2015"
"ELETRIPTAN"	"ERGOTAMINE"	"01/06/2015"	"31/12/2015"
"ELETRIPTAN"	"IPRONIAZIDE"	"01/06/2015"	"31/12/2015"
"ELETRIPTAN"	"METHYLERGOMETRINE"	"01/06/2015"	"31/12/2015"
"ELETRIPTAN"	"METHYSERGIDE"	"01/06/2015"	"31/12/2015"
"ELETRIPTAN"	"MOCLOBEMIDE"	"01/06/2015"	"31/12/2015"
"ELETRIPTAN"	"RASAGILINE"	"01/06/2015"	"31/12/2015"
"ELETRIPTAN"	"SELEGILINE"	"01/06/2015"	"31/12/2015"
"ENALAPRIL"	"ESTRAMUSTINE"	"01/06/2015"	"31/12/2015"
"ENALAPRIL"	"LITHIUM"	"01/06/2015"	"31/12/2015"
"ENALAPRIL"	"RACECADOTRIL"	"01/06/2015"	"31/12/2015"
"ENOXACINE"	"THEOPHYLLINE"	"01/06/2015"	"31/12/2015"
"ENTACAPONE"	"IPRONIAZIDE"	"01/06/2015"	"31/12/2015"
"ENZALUTAMIDE"	"ESTRADIOL"	"01/06/2015"	"31/12/2015"
"ENZALUTAMIDE"	"ETHINYLESTRADIOL"	"01/06/2015"	"31/12/2015"
"ENZALUTAMIDE"	"ETONOGESTREL"	"01/06/2015"	"31/12/2015"
"ENZALUTAMIDE"	"ITRACONAZOLE"	"01/06/2015"	"31/12/2015"
"ENZALUTAMIDE"	"LEVONORGESTREL"	"01/06/2015"	"31/12/2015"
"ENZALUTAMIDE"	"MIANSERINE"	"01/06/2015"	"31/12/2015"
"ENZALUTAMIDE"	"REGORAFENIB"	"01/06/2015"	"31/12/2015"
"ENZALUTAMIDE"	"RILPIVIRINE"	"01/06/2015"	"31/12/2015"
"ENZALUTAMIDE"	"SERTRALINE"	"01/06/2015"	"31/12/2015"
"ENZALUTAMIDE"	"VEMURAFENIB"	"01/06/2015"	"31/12/2015"
"ENZALUTAMIDE"	"VISMODEGIB"	"01/06/2015"	"31/12/2015"
"EPHEDRINE"	"EPHEDRINE"	"01/06/2015"	"31/12/2015"
"EPHEDRINE"	"ERGOTAMINE"	"01/06/2015"	"31/12/2015"
"EPHEDRINE"	"IPRONIAZIDE"	"01/06/2015"	"31/12/2015"
"EPHEDRINE"	"LISURIDE"	"01/06/2015"	"31/12/2015"
"EPHEDRINE"	"METHYLERGOMETRINE"	"01/06/2015"	"31/12/2015"
"EPHEDRINE"	"METHYLPHENIDATE"	"01/06/2015"	"31/12/2015"
"EPHEDRINE"	"METHYSERGIDE"	"01/06/2015"	"31/12/2015"
"EPHEDRINE"	"MIDODRINE"	"01/06/2015"	"31/12/2015"
"EPHEDRINE"	"MOCLOBEMIDE"	"01/06/2015"	"31/12/2015"
"EPHEDRINE"	"NAPHAZOLINE"	"01/06/2015"	"31/12/2015"
"EPHEDRINE"	"OXYMETAZOLINE"	"01/06/2015"	"31/12/2015"
"EPHEDRINE"	"PERGOLIDE"	"01/06/2015"	"31/12/2015"
"EPHEDRINE"	"PHENYLEPHRINE"	"01/06/2015"	"31/12/2015"
"EPHEDRINE"	"PSEUDOEPHEDRINE"	"01/06/2015"	"31/12/2015"
"EPHEDRINE"	"TUAMINOHEPTANE"	"01/06/2015"	"31/12/2015"
"EPLERENONE"	"ERYTHROMYCINE"	"01/06/2015"	"31/12/2015"
"EPLERENONE"	"ITRACONAZOLE"	"01/06/2015"	"31/12/2015"
"EPLERENONE"	"KETOCONAZOLE"	"01/06/2015"	"31/12/2015"
"EPLERENONE"	"RITONAVIR"	"01/06/2015"	"31/12/2015"
"EPLERENONE"	"TELAPREVIR"	"01/06/2015"	"31/12/2015"
"EPLERENONE"	"TELITHROMYCINE"	"01/06/2015"	"31/12/2015"
"EPLERENONE"	"TIPRANAVIR"	"01/06/2015"	"31/12/2015"
"EPROSARTAN"	"LITHIUM"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"FOSAMPRENAVIR"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"FROVATRIPTAN"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"INDINAVIR"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"JOSAMYCINE"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"LISURIDE"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"LOPINAVIR"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"METHYLPHENIDATE"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"MIDECAMYCINE"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"MIDODRINE"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"NAPHAZOLINE"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"NARATRIPTAN"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"OXYMETAZOLINE"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"PERGOLIDE"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"PHENYLEPHRINE"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"PSEUDOEPHEDRINE"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"RIZATRIPTAN"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"ROXITHROMYCINE"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"SAQUINAVIR"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"STIRIPENTOL"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"SUMATRIPTAN"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"TUAMINOHEPTANE"	"01/06/2015"	"31/12/2015"
"ERGOTAMINE"	"ZOLMITRIPTAN"	"01/06/2015"	"31/12/2015"
"ERLOTINIB"	"PHENOBARBITAL"	"01/06/2015"	"31/12/2015"
"ERLOTINIB"	"PHENYTOINE"	"01/06/2015"	"31/12/2015"
"ERLOTINIB"	"PRIMIDONE"	"01/06/2015"	"31/12/2015"
"ERLOTINIB"	"RIFAMPICINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"ERYTHROMYCINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"ESCITALOPRAM"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"FESOTERODINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"FLUPENTIXOL"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"FLUPHENAZINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"HALOPERIDOL"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"HYDROXYZINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"LEVOMEPROMAZINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"LISURIDE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"MEQUITAZINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"METHADONE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"MIZOLASTINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"MOXIFLOXACINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"PENTAMIDINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"PERGOLIDE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"PIPAMPERONE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"PIPERAQUINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"PIPOTIAZINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"REGORAFENIB"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"RIVAROXABAN"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"SPIRAMYCINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"SULPIRIDE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"TAMSULOSINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"THEOPHYLLINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"TIAPRIDE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"VINCAMINE"	"01/06/2015"	"31/12/2015"
"ERYTHROMYCINE"	"ZUCLOPENTHIXOL"	"01/06/2015"	"31/12/2015"
"ESCITALOPRAM"	"FLUPENTIXOL"	"01/06/2015"	"31/12/2015"
"ESCITALOPRAM"	"HYDROXYZINE"	"01/06/2015"	"31/12/2015"
"ESCITALOPRAM"	"LUMEFANTRINE"	"01/06/2015"	"31/12/2015"
"ESCITALOPRAM"	"MEQUITAZINE"	"01/06/2015"	"31/12/2015"
"ESCITALOPRAM"	"METHADONE"	"01/06/2015"	"31/12/2015"
"ESCITALOPRAM"	"MIZOLASTINE"	"01/06/2015"	"31/12/2015"
"ESCITALOPRAM"	"MOXIFLOXACINE"	"01/06/2015"	"31/12/2015"
"ESCITALOPRAM"	"PENTAMIDINE"	"01/06/2015"	"31/12/2015"
"ESCITALOPRAM"	"PIMOZIDE"	"01/06/2015"	"31/12/2015"
"ESCITALOPRAM"	"PIPERAQUINE"	"01/06/2015"	"31/12/2015"
"ESCITALOPRAM"	"SPIRAMYCINE"	"01/06/2015"	"31/12/2015"
"ESCITALOPRAM"	"SULPIRIDE"	"01/06/2015"	"31/12/2015"
"ESCITALOPRAM"	"TIAPRIDE"	"01/06/2015"	"31/12/2015"
"ESCITALOPRAM"	"VINCAMINE"	"01/06/2015"	"31/12/2015"
"ESCITALOPRAM"	"ZUCLOPENTHIXOL"	"01/06/2015"	"31/12/2015"
"ESOMEPRAZOLE"	"RILPIVIRINE"	"01/06/2015"	"31/12/2015"
"ESTRADIOL"	"FOSAMPRENAVIR"	"01/06/2015"	"31/12/2015"
"ESTRADIOL"	"INDINAVIR"	"01/06/2015"	"31/12/2015"
"ESTRADIOL"	"LOPINAVIR"	"01/06/2015"	"31/12/2015"
"ESTRADIOL"	"MODAFINIL"	"01/06/2015"	"31/12/2015"
"ESTRADIOL"	"NEVIRAPINE"	"01/06/2015"	"31/12/2015"
"ESTRADIOL"	"RIFABUTINE"	"01/06/2015"	"31/12/2015"
"ESTRADIOL"	"RIFAMPICINE"	"01/06/2015"	"31/12/2015"
"ESTRADIOL"	"RITONAVIR"	"01/06/2015"	"31/12/2015"
"ESTRADIOL"	"SAQUINAVIR"	"01/06/2015"	"31/12/2015"
"ESTRADIOL"	"TIPRANAVIR"	"01/06/2015"	"31/12/2015"
"ESTRADIOL"	"TOPIRAMATE"	"01/06/2015"	"31/12/2015"
"ESTRADIOL"	"VEMURAFENIB"	"01/06/2015"	"31/12/2015"
"ESTRAMUSTINE"	"FOSINOPRIL"	"01/06/2015"	"31/12/2015"
"ESTRAMUSTINE"	"IMIDAPRIL"	"01/06/2015"	"31/12/2015"
"ESTRAMUSTINE"	"LISINOPRIL"	"01/06/2015"	"31/12/2015"
"ESTRAMUSTINE"	"MOEXIPRIL"	"01/06/2015"	"31/12/2015"
"ESTRAMUSTINE"	"PERINDOPRIL TERT-BUTYLAMINE"	"01/06/2015"	"31/12/2015"
"ESTRAMUSTINE"	"PHENYTOINE"	"01/06/2015"	"31/12/2015"
"ESTRAMUSTINE"	"QUINAPRIL"	"01/06/2015"	"31/12/2015"
"ESTRAMUSTINE"	"RAMIPRIL"	"01/06/2015"	"31/12/2015"
"ESTRAMUSTINE"	"TRANDOLAPRIL"	"01/06/2015"	"31/12/2015"
"ESTRAMUSTINE"	"VIRUS DES OREILLONS"	"01/06/2015"	"31/12/2015"
"ESTRAMUSTINE"	"VIRUS ROUGEOLEUX"	"01/06/2015"	"31/12/2015"
"ESTRAMUSTINE"	"VIRUS RUBEOLEUX"	"01/06/2015"	"31/12/2015"
"ESTRAMUSTINE"	"VIRUS VARICELLE-ZONA"	"01/06/2015"	"31/12/2015"
"ESTRAMUSTINE"	"ZOFENOPRIL"	"01/06/2015"	"31/12/2015"
"ETANERCEPT"	"VIRUS DES OREILLONS"	"01/06/2015"	"31/12/2015"
"ETANERCEPT"	"VIRUS ROUGEOLEUX"	"01/06/2015"	"31/12/2015"
"ETANERCEPT"	"VIRUS RUBEOLEUX"	"01/06/2015"	"31/12/2015"
"ETANERCEPT"	"VIRUS VARICELLE-ZONA"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"FOSAMPRENAVIR"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"INDINAVIR"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"LOPINAVIR"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"MODAFINIL"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"NEVIRAPINE"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"OXCARBAZEPINE"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"PHENOBARBITAL"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"PHENYTOINE"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"PRIMIDONE"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"RIFABUTINE"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"RIFAMPICINE"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"RITONAVIR"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"SAQUINAVIR"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"TIPRANAVIR"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"TOPIRAMATE"	"01/06/2015"	"31/12/2015"
"ETHINYLESTRADIOL"	"VEMURAFENIB"	"01/06/2015"	"31/12/2015"
"ETODOLAC"	"FLUINDIONE"	"01/06/2015"	"31/12/2015"
"ETODOLAC"	"LITHIUM"	"01/06/2015"	"31/12/2015"
"ETODOLAC"	"RIVAROXABAN"	"01/06/2015"	"31/12/2015"
"ETODOLAC"	"WARFARINE"	"01/06/2015"	"31/12/2015"
"ETONOGESTREL"	"FOSAMPRENAVIR"	"01/06/2015"	"31/12/2015"
"ETONOGESTREL"	"INDINAVIR"	"01/06/2015"	"31/12/2015"
"ETONOGESTREL"	"LOPINAVIR"	"01/06/2015"	"31/12/2015"
"ETONOGESTREL"	"NEVIRAPINE"	"01/06/2015"	"31/12/2015"
"ETONOGESTREL"	"OXCARBAZEPINE"	"01/06/2015"	"31/12/2015"
"ETONOGESTREL"	"PERAMPANEL"	"01/06/2015"	"31/12/2015"
"ETONOGESTREL"	"PHENOBARBITAL"	"01/06/2015"	"31/12/2015"
"ETONOGESTREL"	"PHENYTOINE"	"01/06/2015"	"31/12/2015"
"ETONOGESTREL"	"PRIMIDONE"	"01/06/2015"	"31/12/2015"
"ETONOGESTREL"	"RIFABUTINE"	"01/06/2015"	"31/12/2015"
"ETONOGESTREL"	"RIFAMPICINE"	"01/06/2015"	"31/12/2015"
"ETONOGESTREL"	"RITONAVIR"	"01/06/2015"	"31/12/2015"
"ETONOGESTREL"	"SAQUINAVIR"	"01/06/2015"	"31/12/2015"
"ETONOGESTREL"	"TIPRANAVIR"	"01/06/2015"	"31/12/2015"
"ETONOGESTREL"	"ULIPRISTAL"	"01/06/2015"	"31/12/2015"
"ETOPOSIDE"	"PHENYTOINE"	"01/06/2015"	"31/12/2015"
"ETOPOSIDE"	"VIRUS DES OREILLONS"	"01/06/2015"	"31/12/2015"
"ETOPOSIDE"	"VIRUS ROUGEOLEUX"	"01/06/2015"	"31/12/2015"
"ETOPOSIDE"	"VIRUS RUBEOLEUX"	"01/06/2015"	"31/12/2015"
"ETOPOSIDE"	"VIRUS VARICELLE-ZONA"	"01/06/2015"	"31/12/2015"
"ETORICOXIB"	"FLUINDIONE"	"01/06/2015"	"31/12/2015"
"ETORICOXIB"	"LITHIUM"	"01/06/2015"	"31/12/2015"
"ETORICOXIB"	"RIVAROXABAN"	"01/06/2015"	"31/12/2015"
"ETORICOXIB"	"WARFARINE"	"01/06/2015"	"31/12/2015"
"EVEROLIMUS"	"FOSAMPRENAVIR"	"01/06/2015"	"31/12/2015"
"EVEROLIMUS"	"INDINAVIR"	"01/06/2015"	"31/12/2015"
"EVEROLIMUS"	"LOPINAVIR"	"01/06/2015"	"31/12/2015"
"EVEROLIMUS"	"SAQUINAVIR"	"01/06/2015"	"31/12/2015"
"EVEROLIMUS"	"STIRIPENTOL"	"01/06/2015"	"31/12/2015"
"EVEROLIMUS"	"VEMURAFENIB"	"01/06/2015"	"31/12/2015"
"EVEROLIMUS"	"VIRUS DES OREILLONS"	"01/06/2015"	"31/12/2015"
"EVEROLIMUS"	"VIRUS ROUGEOLEUX"	"01/06/2015"	"31/12/2015"
